mnum,name,sido,sigg,dyear,dnum,lat,lng
53100004817020040692UMI1000001001,상수원보호구역,경상남도,진주시,2004,0692,35.1964362,127.9923373
53100004817020040525UMI1000001001,상수원보호구역,경상남도,진주시,2004,0525,35.2493202,127.9820357
53100004817020040355UMI1000001001,상수원보호구역,경상남도,진주시,2004,0355,35.1747109,128.0113836
53100004817020060013UMI1000001001,상수원보호구역,경상남도,진주시,2006,0013,35.1905844,128.0202205
53100004817020041235UMI1000001001,상수원보호구역,경상남도,진주시,2004,1235,35.2254574,127.9499543
53100004817020041148UMI1000001001,상수원보호구역,경상남도,진주시,2004,1148,35.1523591,128.0207577
53100004817020040282UMI1000001001,상수원보호구역,경상남도,진주시,2004,0282,35.1586524,128.0147822
53100004817020040468UMI1000001001,상수원보호구역,경상남도,진주시,2004,0468,35.1610608,127.9915942
53100004817020040842UMI1000001001,상수원보호구역,경상남도,진주시,2004,0842,35.1776045,127.974766
53100004817020041225UMI1000001001,상수원보호구역,경상남도,진주시,2004,1225,35.2206859,127.9629448
53100004817020041217UMI1000001001,상수원보호구역,경상남도,진주시,2004,1217,35.1899479,127.9073711
53100004817020060024UMI1000001001,상수원보호구역,경상남도,진주시,2006,0024,35.2415905,127.9952066
53100004817019840000UMI1000001247,상수원보호구역,경상남도,진주시,1984,0000,35.2112558,127.9692862
53100004817020040000UMI1000001121,상수원보호구역,경상남도,진주시,2004,0000,35.2426043,127.9564522
53100004817020040463UMI1000001001,상수원보호구역,경상남도,진주시,2004,0463,35.1587894,127.9964345
53100004817020041131UMI1000001001,상수원보호구역,경상남도,진주시,2004,1131,35.1696134,128.0387927
53100004817020041062UMI1000001001,상수원보호구역,경상남도,진주시,2004,1062,35.2167078,127.959978
53100004817020040000UMI1000001124,상수원보호구역,경상남도,진주시,2004,0000,35.2418567,127.9556211
53100004817020040000UMI1000001069,상수원보호구역,경상남도,진주시,2004,0000,35.255078,127.9918143
53100004817020040347UMI1000001001,상수원보호구역,경상남도,진주시,2004,0347,35.1604808,128.0371433
53100004817020040810UMI1000001001,상수원보호구역,경상남도,진주시,2004,0810,35.1897302,127.9770554
53100004817020040187UMI1000001001,상수원보호구역,경상남도,진주시,2004,0187,35.1856771,127.9829016
53900004817020040000UMI1000001280,상수원보호구역,경상남도,진주시,2004,0000,35.1860163,127.9713343
53100004817020041165UMI1000001001,상수원보호구역,경상남도,진주시,2004,1165,35.2163521,127.9146313
53100004817020040135UMI1000001001,상수원보호구역,경상남도,진주시,2004,0135,35.1828905,127.9745412
53100004817020040559UMI1000001001,상수원보호구역,경상남도,진주시,2004,0559,35.234637,127.966411
53100004817020040555UMI1000001001,상수원보호구역,경상남도,진주시,2004,0555,35.240997,127.9854572
53100004817020040785UMI1000001001,상수원보호구역,경상남도,진주시,2004,0785,35.2060229,127.9794696
53100004817020040424UMI1000001001,상수원보호구역,경상남도,진주시,2004,0424,35.1696631,128.0392181
53100004817020040118UMI1000001001,상수원보호구역,경상남도,진주시,2004,0118,35.1818415,127.9689369
53100004817020040487UMI1000001001,상수원보호구역,경상남도,진주시,2004,0487,35.1638974,128.0031976
53100004817020041056UMI1000001001,상수원보호구역,경상남도,진주시,2004,1056,35.2269869,127.9633358
53100004817020040675UMI1000001001,상수원보호구역,경상남도,진주시,2004,0675,35.1856307,128.0085372
53100004817020040876UMI1000001001,상수원보호구역,경상남도,진주시,2004,0876,35.1712744,127.9760728
53100004817020040060UMI1000001001,상수원보호구역,경상남도,진주시,2004,0060,35.195287,127.9745544
53100004817020040021UMI1000001001,상수원보호구역,경상남도,진주시,2004,0021,35.1653506,128.0324682
53100004817020040274UMI1000001001,상수원보호구역,경상남도,진주시,2004,0274,35.170507,128.0246092
53100004817020040335UMI1000001001,상수원보호구역,경상남도,진주시,2004,0335,35.1668558,128.0115397
53100004817020040672UMI1000001001,상수원보호구역,경상남도,진주시,2004,0672,35.1904381,128.0089896
53100004817020041100UMI1000001001,상수원보호구역,경상남도,진주시,2004,1100,35.1835904,127.9862295
53100004817020040026UMI1000001001,상수원보호구역,경상남도,진주시,2004,0026,35.1629097,128.024226
53100004817020040609UMI1000001001,상수원보호구역,경상남도,진주시,2004,0609,35.2588255,127.9861628
53100004817020040000UMI1000001153,상수원보호구역,경상남도,진주시,2004,0000,35.2380332,127.985478
53100004817020040000UMI1000001115,상수원보호구역,경상남도,진주시,2004,0000,35.2443174,127.9867617
53100004817020040730UMI1000001001,상수원보호구역,경상남도,진주시,2004,0730,35.2391181,127.9939144
53100004817020040040UMI1000001001,상수원보호구역,경상남도,진주시,2004,0040,35.2415373,127.9457578
53100004817020040057UMI1000001001,상수원보호구역,경상남도,진주시,2004,0057,35.196738,127.973649
53100004817020040634UMI1000001001,상수원보호구역,경상남도,진주시,2004,0634,35.2540969,127.9845407
53100004817020041010UMI1000001001,상수원보호구역,경상남도,진주시,2004,1010,35.2444332,127.9397268
53100004817020040969UMI1000001001,상수원보호구역,경상남도,진주시,2004,0969,35.1603409,127.9915075
53100004817020040000UMI1000001176,상수원보호구역,경상남도,진주시,2004,0000,35.2275502,127.9645949
53100004817020040954UMI1000001001,상수원보호구역,경상남도,진주시,2004,0954,35.181363,127.9726184
53100004817020040601UMI1000001001,상수원보호구역,경상남도,진주시,2004,0601,35.255732,127.9913514
53100004817020040000UMI1000001254,상수원보호구역,경상남도,진주시,2004,0000,35.2039886,128.0180948
53100004817020040459UMI1000001001,상수원보호구역,경상남도,진주시,2004,0459,35.1592455,127.9923173
53100004817020040872UMI1000001001,상수원보호구역,경상남도,진주시,2004,0872,35.1703098,127.9730842
53100004817020040276UMI1000001001,상수원보호구역,경상남도,진주시,2004,0276,35.167944,128.0272552
53100004817019840000UMI1000001210,상수원보호구역,경상남도,진주시,1984,0000,35.2272514,127.9657211
53100004817020040809UMI1000001001,상수원보호구역,경상남도,진주시,2004,0809,35.1921101,127.9800494
53100004817020040606UMI1000001001,상수원보호구역,경상남도,진주시,2004,0606,35.2405155,127.9913861
53100004817020040288UMI1000001001,상수원보호구역,경상남도,진주시,2004,0288,35.1556339,128.0208781
53100004817020040139UMI1000001001,상수원보호구역,경상남도,진주시,2004,0139,35.1724029,127.9817827
53100004817020040136UMI1000001001,상수원보호구역,경상남도,진주시,2004,0136,35.1815525,127.9764349
53100004817020040519UMI1000001001,상수원보호구역,경상남도,진주시,2004,0519,35.2425079,127.9781907
53100004817020040011UMI1000001001,상수원보호구역,경상남도,진주시,2004,0011,35.1684268,127.9863568
53100004817020040718UMI1000001001,상수원보호구역,경상남도,진주시,2004,0718,35.2024273,128.0069557
53100004817020040069UMI1000001001,상수원보호구역,경상남도,진주시,2004,0069,35.1967729,127.9747818
53100004817020040000UMI1000001278,상수원보호구역,경상남도,진주시,2004,0000,35.1820762,127.9705826
53100004817020040000UMI1000001038,상수원보호구역,경상남도,진주시,2004,0000,35.2561462,127.9811114
53100004817020040676UMI1000001001,상수원보호구역,경상남도,진주시,2004,0676,35.1934043,128.0095098
53100004817020040000UMI1000001292,상수원보호구역,경상남도,진주시,2004,0000,35.1923285,128.0120862
53100004817020040283UMI1000001001,상수원보호구역,경상남도,진주시,2004,0283,35.1599346,128.0218935
53100004817020040087UMI1000001001,상수원보호구역,경상남도,진주시,2004,0087,35.2021178,127.9702961
53100004817020040975UMI1000001001,상수원보호구역,경상남도,진주시,2004,0975,35.1585601,127.9863804
53100004817020040000UMI1000001167,상수원보호구역,경상남도,진주시,2004,0000,35.2387784,127.9936829
53100004817020040515UMI1000001001,상수원보호구역,경상남도,진주시,2004,0515,35.2716568,127.9925865
53100004817020040000UMI1000001093,상수원보호구역,경상남도,진주시,2004,0000,35.2524992,127.9838585
53100004817020041101UMI1000001001,상수원보호구역,경상남도,진주시,2004,1101,35.1836172,127.987486
53100004817020041089UMI1000001001,상수원보호구역,경상남도,진주시,2004,1089,35.2094122,127.9812584
53100004817020040998UMI1000001001,상수원보호구역,경상남도,진주시,2004,0998,35.2329217,127.9723726
53100004817020040167UMI1000001001,상수원보호구역,경상남도,진주시,2004,0167,35.1730128,127.9865983
53100004817020060008UMI1000001001,상수원보호구역,경상남도,진주시,2006,0008,35.189157,128.0198493
53100004817020040000UMI1000001162,상수원보호구역,경상남도,진주시,2004,0000,35.2416272,127.9957107
53100004817020040749UMI1000001001,상수원보호구역,경상남도,진주시,2004,0749,35.1564571,128.0064141
53100004817020040861UMI1000001001,상수원보호구역,경상남도,진주시,2004,0861,35.1870652,127.9842034
53100004817020041000UMI1000001001,상수원보호구역,경상남도,진주시,2004,1000,35.2298653,127.9609118
53100004817020040000UMI1000001109,상수원보호구역,경상남도,진주시,2004,0000,35.2478659,127.9945693
53100004817020040978UMI1000001001,상수원보호구역,경상남도,진주시,2004,0978,35.1621457,127.991188
53100004817020040166UMI1000001001,상수원보호구역,경상남도,진주시,2004,0166,35.188103,127.9819925
53100004817020040005UMI1000001001,상수원보호구역,경상남도,진주시,2004,0005,35.2245626,127.9469646
53100004817020040000UMI1000001206,상수원보호구역,경상남도,진주시,2004,0000,35.2228676,127.9627714
53100004817020040475UMI1000001001,상수원보호구역,경상남도,진주시,2004,0475,35.1627708,127.9931731
53100004817020040594UMI1000001001,상수원보호구역,경상남도,진주시,2004,0594,35.2598975,127.9881869
53100004817020040088UMI1000001001,상수원보호구역,경상남도,진주시,2004,0088,35.1766402,128.0298449
53100004817020041071UMI1000001001,상수원보호구역,경상남도,진주시,2004,1071,35.2177465,127.9672414
53100004817020040000UMI1000001112,상수원보호구역,경상남도,진주시,2004,0000,35.2446447,127.9894201
53100004817020041109UMI1000001001,상수원보호구역,경상남도,진주시,2004,1109,35.172348,127.9753559
53100004817020040144UMI1000001001,상수원보호구역,경상남도,진주시,2004,0144,35.1702623,127.9691678
53100004817020040507UMI1000001001,상수원보호구역,경상남도,진주시,2004,0507,35.1634608,128.0070909
53100004817020041186UMI1000001001,상수원보호구역,경상남도,진주시,2004,1186,35.163128,128.003753
53100004817020040890UMI1000001001,상수원보호구역,경상남도,진주시,2004,0890,35.1587032,127.9908077
53100004817020040039UMI1000001001,상수원보호구역,경상남도,진주시,2004,0039,35.2420443,127.9454588
53100004817020040674UMI1000001001,상수원보호구역,경상남도,진주시,2004,0674,35.1879729,128.0179194
53100004817020040474UMI1000001001,상수원보호구역,경상남도,진주시,2004,0474,35.1633767,127.9931415
53100004817020040766UMI1000001001,상수원보호구역,경상남도,진주시,2004,0766,35.2301409,127.9422159
53100004817020041151UMI1000001001,상수원보호구역,경상남도,진주시,2004,1151,35.1580861,128.0299816
53100004817020041004UMI1000001001,상수원보호구역,경상남도,진주시,2004,1004,35.2533115,127.9748512
53100004817020040454UMI1000001001,상수원보호구역,경상남도,진주시,2004,0454,35.1600107,127.9904675
53100004817020041068UMI1000001001,상수원보호구역,경상남도,진주시,2004,1068,35.2187682,127.9654324
53100004817020040538UMI1000001001,상수원보호구역,경상남도,진주시,2004,0538,35.2499284,127.9791347
53100004817020041008UMI1000001001,상수원보호구역,경상남도,진주시,2004,1008,35.253473,127.9811098
53100004817020040000UMI1000001063,상수원보호구역,경상남도,진주시,2004,0000,35.2551284,127.9906846
53100004817020040530UMI1000001001,상수원보호구역,경상남도,진주시,2004,0530,35.2494013,127.9811249
53100004817020040427UMI1000001001,상수원보호구역,경상남도,진주시,2004,0427,35.1704029,128.0406269
53100004817020041163UMI1000001001,상수원보호구역,경상남도,진주시,2004,1163,35.2314634,127.9695991
53100004817020060022UMI1000001001,상수원보호구역,경상남도,진주시,2006,0022,35.2498779,127.9773319
53100004817020040306UMI1000001001,상수원보호구역,경상남도,진주시,2004,0306,35.1555965,128.014336
53100004817020041061UMI1000001001,상수원보호구역,경상남도,진주시,2004,1061,35.223806,127.9832053
53100004817020041178UMI1000001001,상수원보호구역,경상남도,진주시,2004,1178,35.2407633,127.9901978
53100004817020040117UMI1000001001,상수원보호구역,경상남도,진주시,2004,0117,35.1740723,127.9721492
53100004817020040030UMI1000001001,상수원보호구역,경상남도,진주시,2004,0030,35.158857,128.0257196
53100004817020041147UMI1000001001,상수원보호구역,경상남도,진주시,2004,1147,35.1570436,128.0131959
53100004817019840000UMI1000001314,상수원보호구역,경상남도,진주시,1984,0000,35.1741825,128.0173423
53100004817020040000UMI1000001275,상수원보호구역,경상남도,진주시,2004,0000,35.179775,127.9719585
53100004817020041111UMI1000001001,상수원보호구역,경상남도,진주시,2004,1111,35.1735006,127.9869285
53100004817020040571UMI1000001001,상수원보호구역,경상남도,진주시,2004,0571,35.2383779,127.9894986
53100004817020040999UMI1000001001,상수원보호구역,경상남도,진주시,2004,0999,35.2329926,127.9730394
53100004817020040000UMI1000001128,상수원보호구역,경상남도,진주시,2004,0000,35.2386867,127.9842323
53100004817020040308UMI1000001001,상수원보호구역,경상남도,진주시,2004,0308,35.1552703,128.0175205
53100004817020040000UMI1000001335,상수원보호구역,경상남도,진주시,2004,0000,35.1589761,128.0133521
53100004817020040909UMI1000001001,상수원보호구역,경상남도,진주시,2004,0909,35.2455031,127.9925045
53100004817020040551UMI1000001001,상수원보호구역,경상남도,진주시,2004,0551,35.2516313,127.9770033
53100004817020040517UMI1000001001,상수원보호구역,경상남도,진주시,2004,0517,35.2494165,128.0012085
53100004817020040225UMI1000001001,상수원보호구역,경상남도,진주시,2004,0225,35.1740191,127.9719987
53100004817020040095UMI1000001001,상수원보호구역,경상남도,진주시,2004,0095,35.1706801,127.968003
53100004817020040311UMI1000001001,상수원보호구역,경상남도,진주시,2004,0311,35.1558922,128.0171098
53100004817020040255UMI1000001001,상수원보호구역,경상남도,진주시,2004,0255,35.1709574,128.0211134
53100004817020040588UMI1000001001,상수원보호구역,경상남도,진주시,2004,0588,35.2413247,127.9929996
53100004817020041135UMI1000001001,상수원보호구역,경상남도,진주시,2004,1135,35.1733871,128.0378393
53100004817020040628UMI1000001001,상수원보호구역,경상남도,진주시,2004,0628,35.2585113,127.9863481
53100004817020041022UMI1000001001,상수원보호구역,경상남도,진주시,2004,1022,35.2403266,127.985732
53100004817020040680UMI1000001001,상수원보호구역,경상남도,진주시,2004,0680,35.1941893,128.0152688
53100004817020040973UMI1000001001,상수원보호구역,경상남도,진주시,2004,0973,35.1588728,127.9889123
53100004817020040000UMI1000001111,상수원보호구역,경상남도,진주시,2004,0000,35.24618,127.9928925
53100004817020040426UMI1000001001,상수원보호구역,경상남도,진주시,2004,0426,35.170351,128.0384823
53100004817020041231UMI1000001001,상수원보호구역,경상남도,진주시,2004,1231,35.2309969,127.9668407
53100004817020040621UMI1000001001,상수원보호구역,경상남도,진주시,2004,0621,35.2384751,127.9896466
53100004817020040168UMI1000001001,상수원보호구역,경상남도,진주시,2004,0168,35.1810993,127.9879665
53100004817020040951UMI1000001001,상수원보호구역,경상남도,진주시,2004,0951,35.1737151,127.9730198
53100004817020040673UMI1000001001,상수원보호구역,경상남도,진주시,2004,0673,35.1985722,128.0140612
53100004817020040000UMI1000001096,상수원보호구역,경상남도,진주시,2004,0000,35.2469093,127.9804074
53100004817020040286UMI1000001001,상수원보호구역,경상남도,진주시,2004,0286,35.1575753,128.0199625
53100004817020040991UMI1000001001,상수원보호구역,경상남도,진주시,2004,0991,35.2297518,127.9803455
53100004817020040042UMI1000001001,상수원보호구역,경상남도,진주시,2004,0042,35.2446214,127.9469192
53100004817020040295UMI1000001001,상수원보호구역,경상남도,진주시,2004,0295,35.1529464,128.0111021
53100004817020040115UMI1000001001,상수원보호구역,경상남도,진주시,2004,0115,35.1738994,127.9735301
53100004817020040830UMI1000001001,상수원보호구역,경상남도,진주시,2004,0830,35.1707061,128.0085414
53100004817020040670UMI1000001001,상수원보호구역,경상남도,진주시,2004,0670,35.1867165,128.0057154
53100004817020040953UMI1000001001,상수원보호구역,경상남도,진주시,2004,0953,35.1856976,127.9840895
53100004817020040683UMI1000001001,상수원보호구역,경상남도,진주시,2004,0683,35.1877441,128.0116133
53100004817020040460UMI1000001001,상수원보호구역,경상남도,진주시,2004,0460,35.1807022,128.0723053
15000004817000000000UMI1000000238,상수원보호구역,경상남도,진주시,0000,0000,35.1506396,128.0230196
53100004817020040745UMI1000001001,상수원보호구역,경상남도,진주시,2004,0745,35.1475654,128.0047918
53100004817020040353UMI1000001001,상수원보호구역,경상남도,진주시,2004,0353,35.1711617,128.0139611
53100004817020040289UMI1000001001,상수원보호구역,경상남도,진주시,2004,0289,35.1533923,128.0182187
53100004817020041234UMI1000001001,상수원보호구역,경상남도,진주시,2004,1234,35.2314084,127.980946
53100004817020040229UMI1000001001,상수원보호구역,경상남도,진주시,2004,0229,35.1860151,127.9794573
53100004817020040374UMI1000001001,상수원보호구역,경상남도,진주시,2004,0374,35.1766168,128.0149677
53100004817020040068UMI1000001001,상수원보호구역,경상남도,진주시,2004,0068,35.1967493,127.9745815
53100004817020040010UMI1000001001,상수원보호구역,경상남도,진주시,2004,0010,35.162473,127.9655315
53100004817020040635UMI1000001001,상수원보호구역,경상남도,진주시,2004,0635,35.254618,127.9827072
53100004817020040836UMI1000001001,상수원보호구역,경상남도,진주시,2004,0836,35.1558581,128.0178738
53100004817020041104UMI1000001001,상수원보호구역,경상남도,진주시,2004,1104,35.1519332,127.9932673
53100004817020040062UMI1000001001,상수원보호구역,경상남도,진주시,2004,0062,35.1972164,127.9800702
53100004817020040774UMI1000001001,상수원보호구역,경상남도,진주시,2004,0774,35.2329906,127.9453534
53100004817020040354UMI1000001001,상수원보호구역,경상남도,진주시,2004,0354,35.1736973,128.0107961
53100004817020040669UMI1000001001,상수원보호구역,경상남도,진주시,2004,0669,35.1867446,127.9923207
53100004817020040722UMI1000001001,상수원보호구역,경상남도,진주시,2004,0722,35.2137044,128.0042962
53100004817020040000UMI1000001061,상수원보호구역,경상남도,진주시,2004,0000,35.2547348,127.9889532
53100004817020040403UMI1000001001,상수원보호구역,경상남도,진주시,2004,0403,35.1655922,128.0365296
53100004817020040855UMI1000001001,상수원보호구역,경상남도,진주시,2004,0855,35.1851227,127.9676224
53100004817020040365UMI1000001001,상수원보호구역,경상남도,진주시,2004,0365,35.1719371,128.006661
53100004817020040504UMI1000001001,상수원보호구역,경상남도,진주시,2004,0504,35.1637626,128.0010298
53100004817020040457UMI1000001001,상수원보호구역,경상남도,진주시,2004,0457,35.1599833,127.9938694
53100004817020040687UMI1000001001,상수원보호구역,경상남도,진주시,2004,0687,35.2015678,128.0122223
53100004817020040226UMI1000001001,상수원보호구역,경상남도,진주시,2004,0226,35.1721145,127.9793223
53100004817020040480UMI1000001001,상수원보호구역,경상남도,진주시,2004,0480,35.1646499,128.0026255
53100004817020040907UMI1000001001,상수원보호구역,경상남도,진주시,2004,0907,35.2441366,127.9949183
53100004817020040997UMI1000001001,상수원보호구역,경상남도,진주시,2004,0997,35.232715,127.9731527
53100004817020070001UMI1000001001,상수원보호구역,경상남도,진주시,2007,0001,35.230543,127.9533437
53100004817020040172UMI1000001001,상수원보호구역,경상남도,진주시,2004,0172,35.1743553,127.9918903
53100004817020040345UMI1000001001,상수원보호구역,경상남도,진주시,2004,0345,35.1693518,128.0026785
53100004817020040000UMI1000001058,상수원보호구역,경상남도,진주시,2004,0000,35.2532471,127.9845269
53100004817020040361UMI1000001001,상수원보호구역,경상남도,진주시,2004,0361,35.1569865,128.0124998
53100004817020041117UMI1000001001,상수원보호구역,경상남도,진주시,2004,1117,35.173267,128.0361426
53100004817020041193UMI1000001001,상수원보호구역,경상남도,진주시,2004,1193,35.1962677,127.9604387
53100004817020040063UMI1000001001,상수원보호구역,경상남도,진주시,2004,0063,35.1963132,127.975064
53100004817020040574UMI1000001001,상수원보호구역,경상남도,진주시,2004,0574,35.2498951,127.9796517
53100004817020040844UMI1000001001,상수원보호구역,경상남도,진주시,2004,0844,35.1732722,127.9710732
53100004817020040059UMI1000001001,상수원보호구역,경상남도,진주시,2004,0059,35.1943879,127.9746343
53100004817020040794UMI1000001001,상수원보호구역,경상남도,진주시,2004,0794,35.2056526,127.9777746
53100004817020041019UMI1000001001,상수원보호구역,경상남도,진주시,2004,1019,35.2404226,127.9762389
53100004817020040615UMI1000001001,상수원보호구역,경상남도,진주시,2004,0615,35.2436407,127.9893167
53100004817019840000UMI1000001249,상수원보호구역,경상남도,진주시,1984,0000,35.2035595,127.9834257
53100004817020041105UMI1000001001,상수원보호구역,경상남도,진주시,2004,1105,35.1517087,127.9902707
53100004817019840000UMI1000001220,상수원보호구역,경상남도,진주시,1984,0000,35.2153117,127.952078
53100004817020040050UMI1000001001,상수원보호구역,경상남도,진주시,2004,0050,35.1967261,127.9775212
53100004817020040000UMI1000001188,상수원보호구역,경상남도,진주시,2004,0000,35.2368476,127.9825505
53100004817020040000UMI1000001016,상수원보호구역,경상남도,진주시,2004,0000,35.259973,127.9883331
53100004817020040668UMI1000001001,상수원보호구역,경상남도,진주시,2004,0668,35.1902135,128.0248303
53100004817020040631UMI1000001001,상수원보호구역,경상남도,진주시,2004,0631,35.2577381,127.9842623
53100004817020040328UMI1000001001,상수원보호구역,경상남도,진주시,2004,0328,35.1574819,128.0179382
53100004817020041176UMI1000001001,상수원보호구역,경상남도,진주시,2004,1176,35.2535504,127.9898767
53100004817020040243UMI1000001001,상수원보호구역,경상남도,진주시,2004,0243,35.1834252,127.9753089
53100004817020041127UMI1000001001,상수원보호구역,경상남도,진주시,2004,1127,35.1695167,128.0088336
53100004817020040471UMI1000001001,상수원보호구역,경상남도,진주시,2004,0471,35.16479,127.9916771
53100004817020040466UMI1000001001,상수원보호구역,경상남도,진주시,2004,0466,35.1607975,127.9927426
53100004817020040000UMI1000001326,상수원보호구역,경상남도,진주시,2004,0000,35.1571668,127.9633749
53100004817020040671UMI1000001001,상수원보호구역,경상남도,진주시,2004,0671,35.2006272,128.0117928
53100004817020040000UMI1000001321,상수원보호구역,경상남도,진주시,2004,0000,35.1675664,127.9903902
53100004817020040000UMI1000001202,상수원보호구역,경상남도,진주시,2004,0000,35.2274571,127.9622761
53100004817020040000UMI1000001103,상수원보호구역,경상남도,진주시,2004,0000,35.2521234,127.9837983
53100004817020041204UMI1000001001,상수원보호구역,경상남도,진주시,2004,1204,35.1679471,128.0017195
53100004817019840000UMI1000001288,상수원보호구역,경상남도,진주시,1984,0000,35.1920969,127.9883609
53100004817020040000UMI1000001331,상수원보호구역,경상남도,진주시,2004,0000,35.1606653,127.9973496
53100004817020040000UMI1000001126,상수원보호구역,경상남도,진주시,2004,0000,35.2277806,127.9642443
53100004817020040893UMI1000001001,상수원보호구역,경상남도,진주시,2004,0893,35.158771,127.9858831
53100004817020041021UMI1000001001,상수원보호구역,경상남도,진주시,2004,1021,35.2381125,127.983096
53100004817019840000UMI1000001289,상수원보호구역,경상남도,진주시,1984,0000,35.1937562,127.9899795
53100004817020040826UMI1000001001,상수원보호구역,경상남도,진주시,2004,0826,35.1758993,128.0143422
53100004817020040484UMI1000001001,상수원보호구역,경상남도,진주시,2004,0484,35.1647174,128.0075336
53100004817020040186UMI1000001001,상수원보호구역,경상남도,진주시,2004,0186,35.1338502,127.8425057
53100004817020040843UMI1000001001,상수원보호구역,경상남도,진주시,2004,0843,35.1905391,127.9895926
53100004817020040006UMI1000001002,상수원보호구역,경상남도,진주시,2004,0006,35.2042762,127.9766338
53100004817020040629UMI1000001001,상수원보호구역,경상남도,진주시,2004,0629,35.2581189,127.9852212
53100004817020040822UMI1000001001,상수원보호구역,경상남도,진주시,2004,0822,35.1802051,128.0773874
53100004817020040575UMI1000001001,상수원보호구역,경상남도,진주시,2004,0575,35.249346,127.9801144
53100004817020040178UMI1000001001,상수원보호구역,경상남도,진주시,2004,0178,35.173713,127.9857068
53100004817020040770UMI1000001001,상수원보호구역,경상남도,진주시,2004,0770,35.2425567,127.9426545
53100004817020040489UMI1000001001,상수원보호구역,경상남도,진주시,2004,0489,35.1668488,127.9949879
53100004817020041166UMI1000001001,상수원보호구역,경상남도,진주시,2004,1166,35.2292548,127.9615493
53100004817019840000UMI1000001248,상수원보호구역,경상남도,진주시,1984,0000,35.2089322,127.9742218
53100004817020040024UMI1000001001,상수원보호구역,경상남도,진주시,2004,0024,35.1659014,128.0298815
53100004817020040020UMI1000001001,상수원보호구역,경상남도,진주시,2004,0020,35.1623133,128.0282531
53100004817020040743UMI1000001001,상수원보호구역,경상남도,진주시,2004,0743,35.1520217,127.9972276
53100004817020040825UMI1000001001,상수원보호구역,경상남도,진주시,2004,0825,35.1698416,128.0385712
53100004817020041177UMI1000001001,상수원보호구역,경상남도,진주시,2004,1177,35.235994,127.9839691
53100004817019840000UMI1000001213,상수원보호구역,경상남도,진주시,1984,0000,35.2263872,127.9693108
53100004817020040073UMI1000001001,상수원보호구역,경상남도,진주시,2004,0073,35.2002804,127.9826923
53100004817020040071UMI1000001001,상수원보호구역,경상남도,진주시,2004,0071,35.1973936,127.9746016
53100004817020040950UMI1000001001,상수원보호구역,경상남도,진주시,2004,0950,35.1733306,127.9738602
53100004817020040190UMI1000001001,상수원보호구역,경상남도,진주시,2004,0190,35.1736577,127.9876964
53100004817020040921UMI1000001001,상수원보호구역,경상남도,진주시,2004,0921,35.2512516,127.9788729
53100004817020040072UMI1000001001,상수원보호구역,경상남도,진주시,2004,0072,35.1977527,127.9748221
53100004817020041095UMI1000001001,상수원보호구역,경상남도,진주시,2004,1095,35.2043363,127.9782412
53100004817020041018UMI1000001001,상수원보호구역,경상남도,진주시,2004,1018,35.2378713,127.9398104
53100004817020040930UMI1000001001,상수원보호구역,경상남도,진주시,2004,0930,35.1631238,127.9651084
53100004817020040198UMI1000001001,상수원보호구역,경상남도,진주시,2004,0198,35.2058465,128.0382063
53100004817020040000UMI1000001127,상수원보호구역,경상남도,진주시,2004,0000,35.2374249,127.9723441
53100004817020040738UMI1000001001,상수원보호구역,경상남도,진주시,2004,0738,35.2091829,128.0126066
53100004817020040636UMI1000001001,상수원보호구역,경상남도,진주시,2004,0636,35.2510547,127.9789343
53100004817020040303UMI1000001001,상수원보호구역,경상남도,진주시,2004,0303,35.154693,128.0170605
53100004817020041206UMI1000001001,상수원보호구역,경상남도,진주시,2004,1206,35.1704092,127.9727607
53100004817020040000UMI1000001123,상수원보호구역,경상남도,진주시,2004,0000,35.2417333,127.9558935
53100004817020040000UMI1000001052,상수원보호구역,경상남도,진주시,2004,0000,35.2527199,127.9854017
53100004817020040000UMI1000001328,상수원보호구역,경상남도,진주시,2004,0000,35.1616381,127.9962668
53100004817020040881UMI1000001001,상수원보호구역,경상남도,진주시,2004,0881,35.2334406,127.9940593
53100004817020040913UMI1000001001,상수원보호구역,경상남도,진주시,2004,0913,35.2480227,127.9840345
53100004817020040835UMI1000001001,상수원보호구역,경상남도,진주시,2004,0835,35.1605765,128.02235
53100004817020040924UMI1000001001,상수원보호구역,경상남도,진주시,2004,0924,35.2321529,127.9444943
53900004817020040006UMI1000001001,상수원보호구역,경상남도,진주시,2004,0006,35.2047231,127.9732442
53100004817020040363UMI1000001001,상수원보호구역,경상남도,진주시,2004,0363,35.1548228,128.021845
53100004817020040452UMI1000001001,상수원보호구역,경상남도,진주시,2004,0452,35.1588055,127.9862443
53100004817020040201UMI1000001001,상수원보호구역,경상남도,진주시,2004,0201,35.1849621,127.9787377
53100004817020040189UMI1000001001,상수원보호구역,경상남도,진주시,2004,0189,35.1851215,127.9813088
53100004817020040177UMI1000001001,상수원보호구역,경상남도,진주시,2004,0177,35.1716327,127.9784466
53100004817020040912UMI1000001001,상수원보호구역,경상남도,진주시,2004,0912,35.2482698,127.9840282
53100004817020040404UMI1000001001,상수원보호구역,경상남도,진주시,2004,0404,35.1670619,128.038472
53100004817020040400UMI1000001001,상수원보호구역,경상남도,진주시,2004,0400,35.1689907,128.0377882
53100004817020041157UMI1000001001,상수원보호구역,경상남도,진주시,2004,1157,35.1584703,128.0072321
